<HTML>
<BODY>
<PRE>
Cue, Mss, Assoc, Rank, Strength
NEAT, 12, FOLDED, 12, .01
NECK, 19, BRACE, 14, .01
NECKLACE, 12, BROACH, 12, .01
NEED, 8, NECESSITY, 5, .03
NEGATIVE, 10, PESSIMISM, 5, .03
NEGLECT, 12, ABANDON, 9, .02
NEIGHBORHOOD, 21, MR. ROGERS, 18, .02
NEPTUNE, 15, SOLAR SYSTEM, 15, .01
NERVOUS, 19, JITTERS, 16, .01
NET, 14, BOTTOM LINE, 14, .01
NETWORK, 12, INTERNET, 5, .03
NETWORK, 12, ABC, 8, .01
NEURON, 16, ION, 8, .04
NEURON, 16, INTERNAL, 13, .01
NEURON, 16, SYNAPSE, 17, .01
NEW, 10, BOUGHT, 7, .01
NEWS, 20, IRAQ, 9, .02
NEWS, 20, DEPRESSING, 13, .01
NEWS, 20, HEADLINE, 16, .01
NEWS, 20, NIGHTLY, 19, .01
NEWSPAPER, 23, TRIBUNE, 7, .05
NEWSPAPER, 23, COMICS, 12, .02
NEWSPAPER, 23, ORACLE, 14, .02
NEWSSTAND, 7, PLAYBOY, 6, .01
NICKEL, 10, PLATED, 9, .02
NICKEL, 10, WOODEN, 10, .02
NO, 9, CAN'T, 4, .03
NO, 9, DON'T, 9, .01
NOISE, 14, COMMOTION, 11, .01
NONSENSE, 20, IRRELEVANT, 11, .02
NONSENSE, 20, BABBLE, 13, .01
NONSENSE, 20, GIBBERISH, 17, .01
NONSENSE, 20, INSIGNIFICANT, 18, .01
NOODLES, 17, RAMEN, 11, .03
NOODLES, 17, FETTUCINI, 15, .01
NOODLES, 17, ITALY, 17, .01
NORM, 26, DEVIANT, 13, .02
NORM, 26, ACCEPTED, 19, .01
NORM, 26, TYPICAL, 24, .01
NORTH, 9, CHICAGO, 9, .01
NOSE, 15, NOSTRIL, 9, .03
NOSE, 15, BLEED, 10, .02
NOSE, 15, SNORT, 13, .02
NOTE, 16, MEMO, 8, .03
NOTE, 16, REMINDER, 15, .01
NOTEBOOK, 15, SPIRAL, 9, .04
NOTEBOOK, 15, PAGES, 15, .01
NOTHING, 15, BUT, 14, .01
NOTHING, 15, NOBODY, 15, .01
NOTICE, 14, POSTED, 15, .02
NOTIFY, 12, IN TOUCH, 12, .01
NOVEL, 7, BEST SELLER, 8, .01
NOVICE, 10, ROOKIE, 9, .01
NUCLEAR, 15, FISSION, 11, .02
NUCLEAR, 15, HOLOCAUST, 12, .02
NUCLEUS, 11, MEMBRANE, 7, .03
NUMBER, 17, THIRTEEN, 10, .02
NUMBERS, 15, DIGITS, 5, .03
NUMBERS, 15, ACCOUNTING, 6, .02
NUMBERS, 15, SYMBOLS, 14, .01
NUN, 15, CELIBATE, 12, .01
NURSE, 10, NURSEMAID, 10, .01
NUT, 14, HAZEL, 14, .01
NUT, 14, PLANTERS, 15, .01
NUTS, 16, PLANTERS, 6, .07
NUTS, 16, PISTACHIO, 17, .01
NYLON, 13, RAYON, 10, .02
NYLON, 13, SYNTHETIC, 14, .01
OASIS, 11, REFRESHMENT, 10, .01
OATH, 18, COVENANT, 16, .01
OATS, 17, QUAKER, 13, .02
OATS, 17, GRITS, 16, .01
OBNOXIOUS, 21, BITCH, 15, .01
OBNOXIOUS, 21, NOXIOUS, 20, .01
OBOE, 14, REED, 8, .02
OBSCURE, 17, MINISCULE, 15, .01
OBSCURE, 17, OBLIQUE, 16, .01
OBSTACLE, 20, HURDLE, 5, .07
OBSTACLE, 20, BARRICADE, 10, .02
OBSTACLE, 20, HARDSHIP, 13, .02
OBSTACLE, 20, IN WAY, 17, .01
OBSTACLE, 20, SPEED BUMP, 21, .01
OCEAN, 17, ATLANTIC, 7, .03
OCTOPUS, 11, TENTACLES, 9, .04
OFFEND, 20, COMMEND, 12, .01
OFFEND, 20, DISPLEASE, 14, .01
OFTEN, 18, HABITUAL, 16, .01
OFTEN, 18, OCCASIONAL, 17, .01
OIL, 17, PETROL, 15, .01
OIL, 17, TANKER, 16, .01
OLD, 9, GRANDPARENT, 8, .01
OLIGARCHY, 14, HIERARCHY, 7, .02
OLIGARCHY, 14, RULING, 8, .02
OLIVE, 17, MARTINI, 8, .03
ONCE, 12, UPON A TIME, 4, .05
ONCE, 12, LONG TIME AGO, 6, .02
ONCE, 12, ONLY, 12, .01
ONE, 6, ONLY, 5, .04
OPENING, 13, SLOT, 13, .01
OPERA, 16, FAT LADY, 6, .06
OPERA, 16, CLASSICAL, 14, .01
OPERATE, 19, MANEUVER, 17, .01
OPERATION, 15, APPENDIX, 14, .01
OPERATOR, 13, GTE, 9, .02
OPERATOR, 13, NINE ONE ONE, 13, .01
OPINION, 23, POLL, 22, .01
OPPORTUNITY, 16, ADVANTAGE, 5, .04
ORANGE, 14, GRAPEFRUIT, 13, .02
ORDER, 22, MENU, 11, .03
ORDER, 22, SEQUENCE, 16, .02
ORDER, 22, SERVE, 23, .01
ORDINARY, 15, EXTRAORDINARY, 8, .03
ORDINARY, 15, COMMON PLACE, 12, .01
ORDINARY, 15, MUNDANE, 13, .01
ORE, 8, UNIVERSAL, 8, .02
OREGANO, 13, BASIL, 9, .01
ORGAN, 12, PENIS, 12, .01
ORGANIZATION, 18, KKK, 16, .01
ORGANIZE, 23, STRAIGHTEN, 6, .03
ORGANIZE, 23, DISORGANIZED, 7, .03
ORGANIZE, 23, ARRANGE, 14, .01
ORGANIZE, 23, DISRUPT, 17, .01
ORIGINAL, 18, AUTHENTIC, 10, .01
ORIGINATE, 14, ORIGIN, 10, .02
ORIGINATE, 14, COME FROM, 11, .01
OTTER, 14, SEA LION, 8, .03
OUCH, 7, BOO-BOO, 5, .01
OUCH, 7, OOPS, 7, .01
OUNCE, 13, GRAM, 8, .02
OUT, 6, DOORS, 3, .03
OUTCOME, 13, OVERALL, 13, .01
OUTDOORS, 21, MOSQUITOES, 9, .02
OUTDOORS, 21, BUGS, 14, .01
OUTFIT, 12, MATCHING, 7, .03
OUTLINE, 26, FORMAT, 12, .02
OUTLINE, 26, SKIM, 14, .02
OVAL, 10, OPAL, 8, .03
OVERCOME, 23, SUCCUMB, 21, .01
OVERFLOW, 21, ABUNDANT, 7, .03
OVERFLOW, 21, EXCESS, 9, .03
OVERFLOW, 21, OVERFILL, 10, .03
OVERFLOW, 21, TOO MUCH, 13, .02
OVERPOWER, 16, TAKEOVER, 6, .03
OVERPOWER, 16, POWERLESS, 8, .02
OVERPOWER, 16, UNDERPOWER, 16, .01
OWE, 9, I.O.U., 9, .01
OWL, 9, WHOO, 5, .07
OWNER, 23, LANDLORD, 15, .02
OWNER, 23, RENTER, 22, .01
OX, 14, BOAR, 11, .01
OYSTER, 14, CULT, 12, .01
OYSTER, 14, SHELLFISH, 15, .01
PACK, 23, UNPACK, 24, .01
PACKAGE, 19, UPS, 6, .04
PADDING, 16, STUFFING, 13, .02
PADDLE, 14, CHILDHOOD, 11, .01
PADDLE, 14, SMACK, 12, .01
PADDY, 17, DADDY, 9, .03
PADDY, 17, IRISH, 12, .02
PADDY, 17, MURPHY, 13, .02
PADDY, 17, WADDLE, 18, .01
PAIN, 13, SUFFER, 7, .03
PAINTER, 23, DAVINCI, 7, .03
PAINTER, 23, VAN GOGH, 15, .02
PAINTER, 23, ARTISTIC, 16, .01
PAINTER, 23, OVERALLS, 21, .01
PAINTER, 23, ROOFER, 24, .01
PAINTING, 18, EASEL, 13, .01
PAINTING, 18, MONA LISA, 15, .01
PAINTING, 18, PICASSO, 17, .01
PALE, 12, GHASTLY, 11, .01
PAN, 13, PETER, 13, .01
PANCAKES, 10, FLAPJACKS, 7, .03
PANCAKES, 10, BATTER, 9, .02
PANIC, 22, FRENZY, 7, .03
PANIC, 22, STRICKEN, 14, .02
PANIC, 22, ANTS, 15, .01
PANTHER, 14, ENDANGERED, 11, .01
PANTHER, 14, CHEETAH, 12, .01
PANTHER, 14, FELINE, 13, .01
PANTHER, 14, PROWL, 14, .01
PANTS, 22, LEVI'S, 20, .01
PANTYHOSE, 18, TIGHTS, 10, .03
PANTYHOSE, 18, FEMININE, 12, .02
PANTYHOSE, 18, GARTER, 14, .01
PANTYHOSE, 18, RAID, 15, .01
PAPER, 15, CLIP, 10, .02
PAPER TOWEL, 16, TOILET PAPER, 14, .02
PAPER TOWEL, 16, ABSORB, 15, .01
PARADISE, 20, BAHAMAS, 8, .02
PARADISE, 20, UTOPIA, 11, .02
PARADISE, 20, JAMAICA, 18, .01
PARAGRAPH, 17, INDENT, 13, .01
PARDON, 11, BURP, 7, .01
PARENTS, 22, GUARDIANS, 7, .04
PARENTS, 22, FOLKS, 13, .02
PARK, 21, AMUSEMENT, 15, .02
PARKING, 12, DECAL, 10, .02
PARROT, 9, PARAKEET, 9, .01
PARSLEY, 29, BASIL, 16, .01
PARSLEY, 29, CILANTRO, 20, .01
PARSLEY, 29, GARNISH, 23, .01
PARSLEY, 29, INGREDIENT, 24, .01
PART, 17, ROLE, 9, .03
PART, 17, OF, 17, .01
PARTY, 22, NAKED, 9, .02
PASS, 20, BY, 6, .03
PASS OUT, 14, HAND OUT, 10, .01
PASSAGE, 25, QUOTE, 16, .02
PASSAGE, 25, SCRIPTURE, 21, .01
PASSAGE, 25, TO INDIA, 25, .01
PASSION, 12, LIZ TAYLOR, 10, .02
PASSION, 12, FULFILLMENT, 12, .01
PATCH, 21, SMOKERS, 14, .02
PATCH, 21, BRIAR, 16, .01
PATIENCE, 21, TOLERATE, 8, .03
PATIENCE, 21, PERSEVERANCE, 20, .01
PATIENCE, 21, RESIST, 21, .01
PATIO, 18, LANAI, 12, .02
PATIO, 18, BACKYARD, 14, .01
PATRIOT, 20, NEW ENGLAND, 10, .03
PATRIOT, 20, NOBLE, 18, .01
PATRIOTIC, 22, RED&WHITE&BLUE, 11, .03
PATRIOTIC, 22, JULY 4TH, 12, .02
PATROL, 10, WATCHDOG, 11, .01
PATTERN, 23, CHECKERED, 8, .03
PATTERN, 23, PAISLEY, 19, .01
PAWN, 11, HOCK, 11, .01
PEACE, 19, HIPPIE, 9, .02
PEACE, 19, TRANQUILITY, 11, .02
PEACE, 19, GOOD WILL, 16, .01
PEACE, 19, SIXTIES, 19, .01
PEACEFUL, 20, RESTFUL, 8, .02
PEACEFUL, 20, AT EASE, 9, .01
PEACEFUL, 20, CHAOTIC, 10, .01
PEACEFUL, 20, SIGH, 19, .01
PEACH, 10, GEORGIA, 9, .03
PEAK, 12, ORGASM, 6, .03
PEANUT, 15, CARTER, 11, .01
PEANUT, 15, GALLERY, 14, .01
PEANUT, 15, PLANTERS, 15, .01
PEANUT, 15, VENDOR, 16, .01
PEARL, 14, OPAL, 11, .02
PEEL, 10, SUNBURN, 8, .02
PELICAN, 9, BEAK, 6, .02
PELT, 14, BB GUN, 12, .01
PELT, 14, BULLETS, 13, .01
PENCIL, 9, SHARPENER, 7, .03
PENDULUM, 11, BALLS, 8, .02
PENNY, 12, PINCHER, 10, .03
PENNY, 12, LOAFERS, 11, .01
PERFORM, 15, RECITAL, 16, .01
PERFORMANCE, 24, EXCELLENCE, 19, .01
PERFORMANCE, 24, RATING, 22, .01
PERISCOPE, 13, KALEIDOSCOPE, 6, .03
PERISH, 24, WHITHER, 25, .01
PERMISSION, 18, AUTHORIZATION, 14, .01
PEROXIDE, 15, BUBBLES, 13, .01
PERSON, 14, SOMEONE, 14, .01
PERSONAL, 12, IMPERSONAL, 10, .01
PEST, 15, NUISANCE, 12, .02
PEST, 15, VERMIN, 16, .01
PET, 11, PEEVE, 5, .03
PET, 11, HAMSTER, 10, .01
PETROLEUM, 7, RESOURCE, 8, .01
PHASE, 22, TEMPORARY, 8, .03
PHILOSOPHY, 24, IDEALS, 12, .02
PHILOSOPHY, 24, PLATO, 15, .02
PHILOSOPHY, 24, SOCRATES, 19, .02
PHILOSOPHY, 24, ARISTOTLE, 21, .01
PHONY, 14, BALONEY, 6, .03
PHONY, 14, UNREAL, 7, .03
PHONY, 14, SNOBS, 15, .01
PHRASE, 11, QUOTE, 7, .02
PHRASE, 11, CLAUSE, 10, .01
PHYSICAL, 17, EXAMINATION, 8, .05
PHYSICAL, 17, ATTRACTION, 10, .03
PHYSICAL, 17, MUSCULAR, 15, .01
PIANO, 14, HARPSICHORD, 10, .01
PICKLE, 15, KOSHER, 11, .02
PICKLE, 15, GERKIN, 13, .01
PICKLE, 15, ONIONS, 14, .01
PICKLES, 14, PREGNANT, 8, .04
PICKLES, 14, KOSHER, 13, .02
PICNIC, 13, BRUNCH, 11, .01
PICNIC, 13, OUTING, 13, .01
PICTURE, 11, SNAPSHOT, 11, .02
PIE, 21, A LA MODE, 12, .02
PIG, 22, OINK, 7, .04
PIG, 22, PIGLET, 14, .02
PIGEON, 7, DROPPINGS, 6, .02
PIGEON, 7, TOED, 8, .02
PIKE, 11, SWIMMING, 12, .01
PILOT, 8, NAVIGATE, 8, .01
PIN, 15, BROACH, 10, .02
PINCH, 22, HITTER, 8, .03
PINCH, 22, POKE, 10, .03
PINCH, 22, FLIRT, 19, .01
PINK, 23, FLOYD, 6, .06
PINK, 23, CADILLAC, 18, .01
PINK, 23, FLAMINGO, 21, .01
PINT, 14, LITER, 10, .03
PIOUS, 10, POMPOUS, 4, .02
PIPE, 15, BHANG, 9, .02
PIRATE, 20, BUCCANEER, 7, .03
PIRATE, 20, BLUEBEARD, 15, .01
PIRATE, 20, INVASION, 18, .01
PIRATE, 20, PETER PAN, 19, .01
PIRATE, 20, PILLAGE, 20, .01
PISSED, 7, ANNOYED, 6, .02
PISTOL, 10, MAGNUM, 9, .01
PIT, 20, BOTTOMLESS, 7, .04
PITY, 14, MERCY, 14, .01
PLACE, 22, DESTINATION, 13, .01
PLACE, 22, NO WHERE, 16, .01
PLACE, 22, SETTING, 19, .01
PLACE, 22, SOMEWHERE, 20, .01
PLAID, 22, SCOTTISH, 11, .03
PLAID, 22, PREPPY, 15, .02
PLAID, 22, KILT, 19, .01
PLAID, 22, TARTAN, 23, .01
PLAIN, 20, JANE, 8, .03
PLAIN, 20, BLAND, 9, .02
PLAIN, 20, DRAB, 14, .01
PLAIN, 20, PLATEAU, 16, .01
PLAIN, 20, UNATTRACTIVE, 18, .01
PLANNING, 23, DECIDING, 10, .03
PLANNING, 23, PREGNANCY, 22, .01
PLANNING, 23, UNPLANNED, 24, .01
PLANTS, 10, FERN, 9, .01
PLAQUE, 13, TARTAR, 7, .03
PLASTER, 20, DRY WALL, 14, .01
PLASTER, 20, STUCCO, 19, .01
PLASTIC, 23, APPLICATOR, 16, .01
PLASTIC, 23, CREDIT CARD, 17, .01
PLASTIC, 23, POLYURETHANE, 22, .01
PLASTIC, 23, SYNTHETIC, 23, .01
PLATFORM, 12, DAIS, 11, .01
PLATFORM, 12, HEELS, 13, .01
PLAY, 21, RECESS, 17, .01
PLAYER, 20, OBSERVER, 18, .01
PLAYER, 20, TEAMMATE, 20, .01
PLAYGROUND, 12, RECESS, 12, .02
PLAYGROUND, 12, SANDBOX, 13, .02
PLEASANT, 19, SOOTHING, 17, .01
PLEASE, 19, DON'T, 7, .02
PLEASE, 19, SATISFY, 11, .02
PLENTY, 17, AMPLE, 12, .01
PLENTY, 17, BOUNTIFUL, 13, .01
PLENTY, 17, FULFILL, 16, .01
PLIERS, 16, SCREWS, 11, .02
PLOT, 15, POINTS, 8, .04
PLUG, 25, SPARK, 9, .04
PLUG, 25, RECEPTACLE, 23, .01
PLUM, 13, JUICY, 14, .02
PLUSH, 23, TEDDY BEAR, 5, .04
PLUSH, 23, LUXURIOUS, 7, .03
PLUSH, 23, LAVISH, 19, .01
PLUSH, 23, LUSH, 20, .01
PLUSH, 23, POSH, 21, .01
POACH, 8, HUNTERS, 8, .02
POCKETBOOK, 7, ORGANIZER, 7, .01
POEM, 28, ODE, 16, .02
POEM, 28, SHAKESPEARE, 17, .02
POEM, 28, EDGAR ALLEN POE, 22, .01
POEM, 28, ROBERT FROST, 28, .01
POEM, 28, STANZA, 29, .01
POET, 17, LAUREATE, 13, .01
POETRY, 21, POE, 12, .03
POETRY, 21, LORE, 18, .01
POETRY, 21, LYRICS, 19, .01
POINT, 24, COUNTERPOINT, 14, .02
POISON, 18, ARSENIC, 15, .01
POISON, 18, LETHAL, 18, .01
POKER, 10, BLACKJACK, 9, .02
POLICE, 19, ENFORCER, 15, .02
POLICY, 14, SUCKS, 7, .03
POLITE, 9, COURTEOUS, 6, .03
POLITE, 9, CONSIDERATE, 9, .01
POLITICIAN, 17, CONGRESSMAN, 15, .01
POLITICIAN, 17, TALKATIVE, 17, .01
POP, 15, COLA, 11, .02
POPCORN, 10, KERNEL, 6, .04
POPULAR, 22, UNPOPULAR, 7, .04
POPULAR, 22, CLIQUE, 14, .02
PORCELAIN, 17, FIGURINE, 16, .01
PORCH, 15, LANAI, 7, .03
PORCUPINE, 17, PRICKLES, 10, .03
PORCUPINE, 17, PINS, 11, .02
PORCUPINE, 17, POINTY, 13, .02
PORCUPINE, 17, POKE, 16, .01
PORCUPINE, 17, POKEY, 17, .01
PORK, 10, LOIN, 11, .01
PORT, 20, JEFFERSON, 14, .02
PORT, 20, BOSTON, 16, .01
PORT, 20, CANAVARAL, 17, .01
PORT, 20, MAINE, 19, .01
PORTION, 18, RATION, 12, .02
PORTION, 18, HELPING, 14, .01
PORTRAIT, 9, PHOTOGRAPH, 8, .02
PORTRAIT, 9, MONA LISA, 9, .01
PORTRAY, 15, DEPICT, 10, .02
PORTRAY, 15, MONA LISA, 13, .01
PORTRAY, 15, POSE, 14, .01
POSSESSION, 16, BELONGING, 6, .03
POSSIBILITY, 10, PROSPECT, 11, .01
POSSUM, 21, BACKYARD, 14, .01
POSSUM, 21, BEVERLY HILLBILLIES, 15, .01
POST, 14, IT, 12, .01
POSTAGE, 6, PAID, 5, .03
POSTAGE, 6, 32 CENTS, 6, .01
POSTAGE, 6, CARRIER, 7, .01
POTATO, 23, SOUR CREAM, 23, .01
POTATO, 23, SPUD, 24, .01
POTENTIAL, 25, EARNINGS, 7, .03
POTENTIAL, 25, ALMOST, 10, .02
POTENTIAL, 25, ACTUAL, 15, .01
POUNCE, 14, SLAM, 11, .01
POUNCE, 14, STOMP, 12, .01
POUNCE, 14, TRAMPLE, 14, .01
POUR, 18, SPOUT, 14, .02
POVERTY, 11, STRICKEN, 8, .03
POVERTY, 11, HELPLESS, 11, .01
POWDER, 17, TALC, 8, .04
POWERFUL, 10, MIGHTY, 8, .01
PRACTICE, 18, IMPROVE, 16, .01
PRACTICE, 18, PREACH, 18, .01
PRACTICE, 18, REHEARSE, 19, .01
PRAISE, 21, WORTHY, 11, .02
PRANK, 17, EARNEST, 14, .01
PRAY, 15, MEDITATE, 7, .02
PRECIOUS, 23, DEAR, 8, .04
PREFERENCE, 16, L'OREAL, 8, .03
PREFERENCE, 16, REFERENCE, 13, .01
PREPARE, 15, PROCRASTINATE, 14, .01
PREPARE, 15, SET UP, 15, .01
PRESCRIPTION, 7, PHARMACY, 5, .04
PRESENCE, 14, DISAPPEARANCE, 9, .02
PRESSURE, 21, COOKER, 10, .03
PRESUME, 9, ASSURE, 7, .01
PREVIEW, 19, FORESHADOW, 15, .01
PREY, 20, HUNTER, 17, .01
PRICELESS, 19, INVALUABLE, 10, .02
PRICELESS, 19, COSTLY, 18, .01
PRICELESS, 19, WORTHY, 20, .01
PRICKLY, 18, SPINY, 19, .01
PRIDE, 21, SELF-ESTEEM, 11, .03
PRIM, 8, POSE, 4, .01
PRIM, 8, PRIMARY, 5, .01
PRIMATE, 13, CAVE MAN, 5, .03
PRIMATE, 13, NEANDERTHAL, 13, .01
PRIMATE, 13, PRIMITIVE, 14, .01
PRIME, 13, TOPS, 7, .04
PRINCESS, 10, DIANA, 10, .01
PRINCIPAL, 18, DEAN, 6, .03
PRINCIPAL, 18, ADMINISTRATOR, 11, .01
PRINCIPLE, 16, DEAN, 15, .01
PRINTER, 15, IBM, 11, .01
PRINTING, 15, TYPING, 10, .03
PRINTING, 15, REPRODUCTION, 16, .01
PRISM, 13, SPECTRUM, 8, .03
PRISON, 17, CONFINE, 11, .01
PRISONER, 16, BARS, 9, .03
PRIVATE, 18, DON'T BOTHER, 12, .01
PRIVATE, 18, YOURSELF, 19, .01
PRO, 15, PAID, 16, .01
PROBABILITY, 15, RATIO, 12, .02
PROBABILITY, 15, RELIABILITY, 16, .01
PROCEDURE, 24, TASK`, 14, .02
PROCESS, 25, CONTINUE, 14, .01
PROCESS, 25, PAPERWORK, 21, .01
PROCESS, 25, RED TAPE, 23, .01
PRODUCE, 17, PUBLIX, 11, .02
PRODUCE, 17, BABIES, 12, .01
PRODUCT, 24, MERCHANDISE, 13, .02
PRODUCT, 24, MULTIPLICATION, 14, .02
PRODUCTION, 19, REPRODUCTION, 16, .02
PRODUCTION, 19, STUDIO, 20, .01
PROFESSION, 18, PSYCHOLOGIST, 16, .01
PROFESSIONAL, 27, UNPROFESSIONAL, 10, .03
PROFESSIONAL, 27, DOCTORATE, 17, .01
PROJECT, 23, X, 6, .03
PROJECT, 23, FORESEE, 11, .02
PROJECT, 23, DEADLINE, 16, .01
PROJECT, 23, THRUST, 24, .01
PROM, 18, LIMO, 12, .01
PROM, 18, SENIOR, 16, .01
PROOF, 23, DOCUMENTATION, 15, .01
PROOF, 23, VALID, 22, .01
PROOF, 23, VALIDATE, 23, .01
PROOF, 23, VERIFY, 24, .01
PROPER, 18, ACCEPTED, 11, .01
PROPER, 18, DISTINGUISHED, 13, .01
PROPER, 18, PRISS, 19, .01
PROPERTY, 12, REALTY, 10, .02
PROPRIETOR, 13, REALTOR, 12, .01
PROSE, 15, CONS, 3, .17
PROSPER, 18, ENHANCE, 11, .01
PROSPER, 18, FLOURISH, 13, .01
PROSPER, 18, INHERIT, 15, .01
PROSPER, 18, PROGRESS, 18, .01
PROSPER, 18, THRIVE, 19, .01
PROTECT, 22, SERVE, 9, .04
PROTECT, 22, INSULATE, 17, .01
PROTECT, 22, YOURSELF, 23, .01
PROTECTION, 23, BIRTH CONTROL, 11, .02
PROTEIN, 26, CARBOHYDRATES, 6, .03
PROTEIN, 26, ENZYME, 20, .01
PROTEIN, 26, NUTRITION, 22, .01
PROTEIN, 26, SUPPLEMENT, 27, .01
PROTESTANT, 10, JEW, 8, .02
PROTESTANT, 10, REFORMATION, 9, .02
PROTESTANT, 10, PRESBYTERIAN, 11, .01
PROTON, 9, ION, 7, .01
PROTON, 9, TORPEDO, 10, .01
PROUD, 22, BOAST, 9, .02
PROVE, 24, DEMONSTRATE, 9, .03
PRUNE, 14, SHRIVEL, 9, .03
PRUNE, 14, CONSTIPATION, 10, .02
PRUNE, 14, DANISH, 12, .02
PSALM, 11, TWENTY THIRD, 12, .02
PSYCHOLOGY, 14, SOCIOLOGY, 9, .02
PUBERTY, 24, THIRTEEN, 13, .03
PUBERTY, 24, SUCKS, 17, .02
PUBERTY, 24, ADULTHOOD, 18, .01
PUBERTY, 24, PIMPLES, 23, .01
PUBLIC, 21, ACCESS, 18, .01
PUBLIC, 21, NUISANCE, 21, .01
PUBLISHER, 11, CLEARING HOUSE, 4, .03
PUBLISHER, 11, COPYRIGHT, 9, .01
PUCK, 13, REAL WORLD, 4, .03
PUDDING, 13, POPS, 9, .03
PUDDING, 13, BILL CROSBY, 11, .02
PUDDLE, 8, PIDDLE, 8, .01
PUFF, 15, POOF, 15, .01
PUKE, 13, HURL, 12, .02
PUKE, 13, BARF, 13, .01
PULL, 10, YANK, 8, .02
PUMP, 21, AEROSMITH, 11, .02
PUMP, 21, FILTER, 12, .02
PUMP, 21, REEBOK, 16, .02
PUMP, 21, BRAKES, 18, .01
PUMP, 21, INFLATE, 19, .01
PUMP, 21, NIKE, 21, .01
PUNCH, 20, HAWAIIAN, 9, .03
PUNCH, 20, KNOCK OUT, 19, .01
PUNCH, 20, KOOL AID, 20, .01
PUNISH, 24, WITHDRAW, 25, .01
PUNISHMENT, 22, GROUNDED, 12, .02
PUNISHMENT, 22, DISOBEY, 18, .01
PUNISHMENT, 22, PENANCE, 21, .01
PURE, 18, IMPURE, 12, .02
PURE, 18, SOILED, 16, .01
PURSE, 12, SATCHEL, 12, .01
PURSE, 12, SNATCHER, 13, .01
PUZZLE, 13, CROSSWORD, 8, .03
PUZZLE, 13, ENIGMA, 11, .01
QUACK, 5, DAFFY, 5, .01
QUAIL, 10, PHEASANT, 10, .01
QUARREL, 7, DISPUTE, 4, .03
QUART, 9, LITER, 5, .03
QUARTER, 15, 25 CENTS, 11, .02
QUEEN, 7, ELIZABETH, 6, .02
QUEST, 16, KINGS, 13, .01
QUEST, 16, VENTURE, 16, .01
QUESTION, 6, QUESTIONNAIRE, 6, .01
QUIET, 12, SHHH, 8, .03
QUIET, 12, SERENITY, 12, .01
QUILT, 16, COMFORTER, 10, .02
QUILT, 16, SQUARES, 17, .01
QUIT, 17, FIRED, 11, .03
QUIT, 17, HIRE, 17, .01
QUIT, 17, RESIGN, 18, .01
RABBIT, 27, DIED, 15, .02
RABBIT, 27, COTTON TAIL, 19, .01
RABBIT, 27, PREGNANT, 28, .01
RACCOON, 22, SCAVENGER, 20, .01
RACE, 17, NATIONALITY, 10, .02
RACE, 17, CREED, 14, .01
RACQUETBALL, 17, HANDBALL, 15, .01
RADISH, 14, SPROUT, 14, .01
RAFT, 17, TOM SAWYER, 8, .02
RAFT, 17, INFLATE, 13, .01
RAG, 18, RAGTIME, 8, .03
RAG, 18, RICHES, 11, .02
RAGE, 6, FURIOUS, 7, .01
RAIL, 14, DERAIL, 9, .01
RAIN, 18, DRIZZLE, 14, .02
RAINBOW, 9, SPECTRUM, 10, .01
RAM, 12, ARIES, 8, .05
RAM, 12, BUCS, 9, .05
RANCH, 12, TEXAS, 11, .02
RANGE, 31, FIRING, 10, .02
RANGE, 31, SCOPE, 12, .02
RANGE, 31, RADAR, 15, .01
RANGE, 31, MODE, 27, .01
RANGE, 31, OCTAVE, 28, .01
RAPE, 26, INVASION, 11, .03
RAPE, 26, INCEST, 24, .01
RARE, 27, WELL-DONE, 9, .04
RARE, 27, DIAMONDS, 15, .01
RARE, 27, EXOTIC, 17, .01
RARE, 27, HARDLY, 18, .01
RASH, 18, POISON IVY, 6, .03
RASH, 18, HIVES, 8, .03
RASPBERRY, 15, SHERBET, 16, .02
RAT, 19, HAMSTER, 7, .02
RAT, 19, RAT RACE, 9, .02
RAT, 19, PACK RAT, 16, .01
RAT, 19, RABIES, 17, .01
RAT, 19, VERMIN, 20, .01
RATE, 21, PACE, 19, .01
RATE, 21, PULSE, 20, .01
RATIONALIZE, 12, SENSIBLE, 13, .01
RAW, 20, BLOODY, 6, .03
RAW, 20, MURPHY, 16, .01
RAW, 20, SUSHI, 21, .01
REACH, 16, EXTEND, 8, .04
REACTION, 21, DELAYED, 16, .01
READER, 16, BOOKWORM, 5, .02
READER, 16, LISTENER, 6, .02
READER, 16, LECTURER, 12, .01
READER, 16, POLL, 16, .01
READING, 10, ALOUD, 6, .03
READING, 10, COMPREHENSION, 9, .01
REALITY, 18, FACE IT, 16, .01
REALIZE, 17, LIGHT BULB, 9, .03
REALIZE, 17, ACTUAL, 11, .01
REALIZE, 17, INSPIRATION, 16, .01
REALIZE, 17, VISUALIZE, 18, .01
REASON, 27, MOTIVE, 12, .02
REASON, 27, RATIONALE, 25, .01
RECALL, 14, DEFECTIVE, 12, .01
RECEIPT, 23, BOOKS, 18, .01
RECEIPT, 23, WAL-MART, 24, .01
RECIPE, 11, INGREDIENT, 5, .03
RECOGNITION, 20, FAMILIAR, 16, .01
RECOGNITION, 20, IDENTIFY, 19, .01
RECOGNITION, 20, IMPORTANCE, 20, .01
RECOMMEND, 16, REFER, 9, .03
RECOMMEND, 16, ENCOURAGE, 11, .02
RECOMMENDATION, 21, PROMOTION, 8, .03
RECOMMENDATION, 21, RESUME, 9, .03
