TARGET, BSSQ, BSGQ, ESSQ*, ESGQ, BFQ, BFSS, BFSG, EFQ, EFSS, EFSG, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC, TUI
BOARD, ¥, ¥, 15, .24, B---D, 15, .06, , ¥, ¥, 21, 239, 6.87, N, N, .63, .42, .100, 1, .90
BOAT, ¥, ¥, 15, .43, BO--, 13, .29, , ¥, ¥, 16, 72, 6.33, , N, 1.62, .63, .201, 1, 1.00
BODY, ¥, ¥, 15, .01, BO--, 13, .07, , ¥, ¥, 31, 276, 6.58, , N, 2.03, .45, .015, 1, 1.00
BOG, 9, .01, 13, .09, , ¥, ¥, -OG, 6, .04, 17, 1, ¥, , N, 1.00, .20, .003, 1, .88
BOIL, ¥, ¥, 10, .38, , ¥, ¥, , ¥, ¥, 15, 27, 4.56, W, V, 1.71, .21, .002, 1, .93
BOLD, ¥, ¥, 11, .16, , ¥, ¥, -OLD, 7, .12, 20, 21, ¥, G, AJ, 1.53, .12, .002, 1, .85
BOLOGNA, ¥, ¥, 14, .07, , ¥, ¥, , ¥, ¥, 14, 2, ¥, , N, ¥, ¥, ¥, 0, .79
BOLT, ¥, ¥, 7, .36, , ¥, ¥, -OLT, 4, .38, 11, 10, 5.27, N, N, 1.18, .36, .039, 1, 1.00
BOMB, ¥, ¥, ¥, ¥, BO--, 13, .01, , ¥, ¥, 17, 36, 5.91, , N, 1.50, .63, .131, 1, .94
BOND, ¥, ¥, 15, .06, BO--, 13, .14, , ¥, ¥, 23, 46, ¥, T, N, 1.75, .25, .004, 1, .87
BONE, ¥, ¥, 26, .10, BO--, 13, .07, -ONE, 9, .19, 19, 33, 5.75, , N, 1.53, .35, .130, 1, .89
BOOK, ¥, ¥, 9, .26, BO--, 13, .10, , ¥, ¥, 15, 193, 6.09, , N, 1.57, .71, .237, 1, .93
BOOM, ¥, ¥, 17, .18, , ¥, ¥, -OOM, 5, .42, 17, 8, ¥, W, V, 2.07, .47, .037, 1, .88
BOOT, ¥, ¥, 11, .60, BO--, 13, .09, -OOT, 7, .28, 13, 13, 5.54, N, N, .91, .18, .002, 1, .85
BOOTH, ¥, ¥, 10, .60, , ¥, ¥, -OOTH, 2, .19, 18, 7, 5.64, G, N, .50, .19, .011, 1, .89
BOOTS, ¥, ¥, 11, .60, , ¥, ¥, , ¥, ¥, 13, 20, 5.54, , N, 1.00, .08, .014, 1, 1.00
BOOZE, ¥, ¥, 11, .64, , ¥, ¥, , ¥, ¥, 11, 4, 6.00, , N, 4.60, .40, .011, 1, .91
BORDER*, ¥, ¥, 8, .41, , ¥, ¥, ----ER, 37, 0.00, 16, 20, 4.75, , N, 1.12, .25, .009, 1, 1.00
BORED, ¥, ¥, 15, .22, B---D, 15, .11, , ¥, ¥, 16, 14, 3.18, , V, 1.31, .31, .017, 1, 1.00
BORING, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 16, 5, 2.65, , N, 1.46, .46, .090, 1, .81
BORROW, 9, .04, 9, .03, , ¥, ¥, , ¥, ¥, 12, 9, 2.26, , V, 2.25, .58, .243, 1, 1.00
BOSS, ¥, ¥, 10, .27, , ¥, ¥, -OSS, 4, .45, 19, 20, 6.35, , N, 2.61, .67, .107, 1, .95
BOTHER, ¥, ¥, ¥, ¥, BOT---, 4, .03, , ¥, ¥, 18, 22, ¥, , V, 2.53, .33, .125, 1, .83
BOTTLE*, 9, .01, 5, .55, BOT---, 4, .56, --TTLE, 8, .01, 20, 76, 6.94, , N, 2.80, .45, .011, 1, 1.00
BOTTOM, ¥, ¥, ¥, ¥, BOT---, 4, .09, ---TOM, 2, .51, 15, 88, ¥, , N, .69, .15, .356, 1, .87
BOUNCE, ¥, ¥, 6, .38, , ¥, ¥, --UNCE, 2, .39, 15, 8, 3.78, , V, .79, .14, .034, 1, .93
BOUND, ¥, ¥, 9, .03, B---D, 15, .11, -OUND, 7, .06, 15, 42, ¥, N, V, ¥, ¥, ¥, 0, .73
BOW, ¥, ¥, 35, .07, BO-, 9, .17, -OW, 11, .04, 12, 15, 5.78, N, N, ¥, ¥, ¥, 0, .67
BOWL, ¥, ¥, 19, .34, BO--, 13, .03, -OWL, 5, .16, 22, 23, 5.26, N, N, 1.68, .46, .030, 1, 1.00
BOX, ¥, ¥, 14, .42, BO-, 9, .09, , ¥, ¥, 15, 70, 5.91, N, N, .73, .67, .080, 1, 1.00
BOY, ¥, ¥, 10, .71, B--, 21, .04, --Y, 24, .19, 10, 242, 6.23, , N, 1.00, .60, .529, 1, 1.00
BOYS, ¥, ¥, ¥, ¥, BO--, 13, .03, , ¥, ¥, 9, 143, 6.93, , N, 1.12, .50, .257, 1, .89
BRA, 8, .26, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 0, 6.25, , N, ¥, ¥, ¥, 0, .73
BRACES, 10, 0.00, ¥, ¥, BRA---, 11, .03, , ¥, ¥, 9, 4, ¥, , N, .67, .11, .032, 1, 1.00
BRAIN, 10, .07, 38, 0.00, BR---, 19, .11, --AIN, 10, .11, 17, 45, 5.32, , N, 1.62, .69, .090, 1, .94
BRAKE, 10, .01, 20, .01, BR---, 19, 0.00, , ¥, ¥, 10, 2, 5.22, , N, 1.90, .10, .001, 1, 1.00
BRAN, ¥, ¥, 14, 0.00, , ¥, ¥, , ¥, ¥, 12, 1, ¥, , N, 1.08, .42, .023, 1, 1.00
BRANCH, ¥, ¥, 4, .11, BRA---, 11, .10, --ANCH, 3, .71, 11, 33, 6.06, , N, 1.09, .55, .060, 1, 1.00
BRAND, ¥, ¥, 13, 0.00, BR---, 21, .03, , ¥, ¥, 16, 17, ¥, , N, 1.25, .08, .001, 1, .75
BRANDY*, ¥, ¥, 9, .02, BRA---, 11, .08, , ¥, ¥, 10, 7, 5.91, , N, 4.67, 0.00, 0.000, 1, .90
BRASS, 7, .19, 16, .02, BR---, 21, .01, --ASS, 5, .05, 19, 19, 5.53, G, N, 2.11, .26, .004, 1, 1.00
BRAT, 7, .34, 15, 0.00, , ¥, ¥, , ¥, ¥, 13, 0, 4.97, , N, 2.08, .39, .039, 1, 1.00
BRAVE, 10, .44, 16, 0.00, BR--E, 9, .07, , ¥, ¥, 15, 24, 2.76, , AJ, 1.67, .40, .060, 1, 1.00
BRAVERY, 10, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 4, 1.93, , N, 1.80, .13, .022, 1, .94
BRAWL, 8, .34, 15, 0.00, , ¥, ¥, , ¥, ¥, 4, 1, 4.72, , N, .75, 0.00, 0.000, 1, 1.00
BREAD, 6, .13, 20, 0.00, BR---, 19, .08, B---D, 15, .11, 15, 41, 6.18, , N, 1.20, .53, .237, 1, 1.00
BREAK, 10, .01, 20, .01, BR---, 19, .05, --EAK, 8, .33, 26, 88, 3.52, N, V, 1.60, .56, .089, 1, .96
BREAKABLE, 8, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 1, ¥, , AJ, 2.11, .11, .054, 1, .90
BREAKFAST, ¥, ¥, 6, .02, , ¥, ¥, , ¥, ¥, 10, 53, 5.88, , N, 1.20, .40, .028, 1, 1.00
BREAST, 6, .07, 20, .01, , ¥, ¥, , ¥, ¥, 20, 11, 6.80, , N, ¥, ¥, ¥, 0, .80
BREATH, 6, .47, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 53, 4.91, , N, 2.08, .42, .017, 1, .92
BREATHE, 6, .50, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 7, 4.78, , V, 2.00, .47, .103, 1, .94
BREED, 6, .22, 26, 0.00, , ¥, ¥, , ¥, ¥, 10, 17, ¥, , V, 1.44, 0.00, 0.000, 1, .90
BREEZE, 6, .08, 21, .11, BREE--, 2, .77, --EEZE, 3, .55, 10, 14, 5.94, , N, 1.11, .22, .084, 1, .90
BRIBE, 7, .35, 8, .19, BR---, 19, .02, , ¥, ¥, 18, 1, 3.58, , N, 1.81, .06, .006, 1, .89
BRICK, 11, .70, 21, .05, BR---, 19, .04, --ICK, 9, .10, 14, 18, 5.97, , N, 2.31, .62, .023, 1, .93
BRIDE, 7, .36, 25, 0.00, BR---, 19, .11, --IDE, 8, .25, 4, 33, 5.74, , N, 1.25, .50, .538, 1, 1.00
BRIDGE, 11, .06, 5, .17, , ¥, ¥, , ¥, ¥, 10, 98, 6.36, N, N, .60, .40, .005, 1, 1.00
BRIEF, 6, .01, 8, .01, BR---, 19, 0.00, --IEF, 4, .28, 10, 73, 3.53, , AJ, .67, 0.00, 0.000, 1, .90
BRIEFCASE, 6, 0.00, 14, 0.00, , ¥, ¥, , ¥, ¥, 19, 1, ¥, , N, 1.50, .19, .006, 1, .84
BRIGHT, 7, .10, 19, 0.00, , ¥, ¥, ---GHT, 10, .03, 16, 87, 4.55, , AJ, 2.00, .75, .049, 1, 1.00
BRING, 4, .04, 25, .03, BR---, 21, .08, --ING, 13, .09, 11, 158, 2.35, , V, ¥, ¥, ¥, 0, .91
BRISK, 11, .01, 8, .03, , ¥, ¥, , ¥, ¥, 13, 7, ¥, , AJ, .73, 0.00, 0.000, 1, .85
BRITTLE, 11, .04, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 3, 3.70, , AJ, 1.14, .07, .005, 1, .93
BROAD, 8, .11, ¥, ¥, BRO--, 8, .06, , ¥, ¥, 16, 84, 3.89, , AJ, 1.15, .15, .014, 1, .81
BROIL, ¥, ¥, 10, 0.00, BRO--, 8, .05, , ¥, ¥, 13, 2, 4.44, , V, 3.75, .17, .013, 1, .92
BROKE, 4, .26, 16, .07, BRO--, 8, .33, --OKE, 6, .14, 18, 72, 3.90, W, V, ¥, ¥, ¥, 0, .78
BROKEN, 4, .21, ¥, ¥, , ¥, ¥, , ¥, ¥, 22, 63, 3.74, , AJ, ¥, ¥, ¥, 0, .77
BROOK, ¥, ¥, 9, .01, BRO--, 8, .03, , ¥, ¥, 6, 3, 5.97, , N, 2.00, .60, .042, 1, .83
BROOM, ¥, ¥, 17, .05, BR---, 19, .05, --OOM, 4, .54, 11, 2, 6.09, , N, 1.45, .36, .238, 1, 1.00
BROTH, 8, .11, 4, .03, BR---, 19, .01, , ¥, ¥, 4, 3, 5.59, , N, 1.75, .50, .030, 1, 1.00
BROTHER, 3, .36, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 73, 5.91, , N, 3.30, .40, .407, 1, 1.00
BROWN, ¥, ¥, 9, 0.00, BR---, 19, .04, , ¥, ¥, 20, 176, 4.63, , N, 2.20, .35, .011, 1, 1.00
BRUISE, ¥, ¥, 11, 0.00, , ¥, ¥, , ¥, ¥, 20, 3, 5.78, , N, 2.95, .05, 0.000, 1, 1.00
BRUSH, 3, .21, 11, .01, BR---, 19, .22, --USH, 7, .34, 6, 44, 5.66, T, N, .50, .83, .237, 1, 1.00
BUBBLE*, ¥, ¥, 6, .48, , ¥, ¥, , ¥, ¥, 8, 12, 5.39, , N, 1.12, .63, .046, 1, 1.00
BUCK, 17, .01, 12, .05, BU--, 17, .05, -UCK, 7, .03, 11, 20, ¥, G, V, 1.00, .20, .005, 1, .91
BUCKET, ¥, ¥, ¥, ¥, , ¥, ¥, ---KET, 11, .09, 11, 7, 5.90, , N, .82, .27, .114, 1, 1.00
BUD, 17, .01, 14, .06, , ¥, ¥, -UD, 5, .05, 10, 9, 4.91, , N, .90, .10, .017, 1, 1.00
BUDDY, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 3, 13, 5.45, , N, .67, 1.00, .082, 1, 1.00
BUFFALO, 17, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 21, 16, 6.53, , N, .84, .16, .028, 1, .90
BUG, 17, .02, 16, .22, B--, 21, .01, -UG, 9, .21, 16, 4, 6.40, N, N, 1.94, .75, .212, 1, 1.00
BUGGY, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 6, 5.58, , N, 1.60, .30, .019, 1, .91
BUGLE*, 5, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 2, ¥, , N, 1.75, .17, .008, 1, .92
BUILD, ¥, ¥, ¥, ¥, B---D, 15, .03, , ¥, ¥, 18, 86, 3.93, , V, 2.00, .59, .096, 1, .94
BULL, ¥, ¥, ¥, ¥, BU--, 17, .17, , ¥, ¥, 9, 14, 6.40, , N, ¥, ¥, ¥, 0, .89
BUM, ¥, ¥, 18, .04, , ¥, ¥, -UM, 7, .20, 21, 7, 6.08, G, N, ¥, ¥, ¥, 0, .71
BUMBLE*, ¥, ¥, 7, .05, BUM---, 5, .20, ---BLE, 19, .04, 4, 0, 3.40, , V, .25, .50, .044, 1, 1.00
BUMP, 17, .01, 15, .03, BU--, 17, .03, , ¥, ¥, 17, 5, 5.21, , V, 1.40, .20, .012, 1, .88
BUMPER, ¥, ¥, ¥, ¥, BUM---, 5, .28, ---PER, 13, .02, 8, 2, ¥, , N, 1.33, .17, .027, 1, .75
BUN, 17, .01, 16, .23, , ¥, ¥, -UN, 7, .09, 12, 1, 5.77, , N, 1.17, .25, .075, 1, 1.00
BUNCH, ¥, ¥, 8, .12, , ¥, ¥, -UNCH, 4, .09, 15, 17, 3.59, , N, 1.00, .13, .007, 1, 1.00
BUNNY*, 17, 0.00, 4, .05, , ¥, ¥, --N-Y, 17, .02, 7, 1, 6.23, , N, 1.20, .60, .091, 1, .71
BURN, ¥, ¥, 11, .25, BU--, 17, .04, -URN, 2, .40, 20, 15, 4.81, , V, 2.21, .32, .019, 1, .95
BURST, ¥, ¥, 5, .28, , ¥, ¥, , ¥, ¥, 12, 33, 3.55, , V, 1.82, .36, .024, 1, .92
BURY, ¥, ¥, 8, 0.00, BU--, 17, 0.00, , ¥, ¥, 21, 6, 3.68, , V, 2.57, .19, .015, 1, 1.00
BUS, 17, .13, 11, .40, B--, 21, .03, , ¥, ¥, 17, 34, 6.53, , N, 2.00, .38, .020, 1, .94
BUSH, ¥, ¥, ¥, ¥, BU--, 17, .03, -USH, 7, .19, 15, 14, 5.69, , N, 1.00, .50, .069, 1, .93
BUSINESS, ¥, ¥, 6, 0.00, , ¥, ¥, , ¥, ¥, 21, 392, 4.05, , N, 1.50, .20, .016, 1, .95
BUSY, ¥, ¥, ¥, ¥, BU--, 17, .02, , ¥, ¥, 24, 58, 3.21, G, AJ, 1.91, .17, .017, 1, .96
BUTLER, ¥, ¥, ¥, ¥, , ¥, ¥, ---LER, 16, .12, 11, 4, 6.16, , N, 1.45, .18, .060, 1, 1.00
BUTT, 17, .01, 15, .01, BU--, 17, .25, , ¥, ¥, 14, 12, ¥, , N, .79, .21, .020, 1, 1.00
BUTTER*, 17, .01, 11, .13, , ¥, ¥, -UTTER, 5, .37, 15, 27, 6.24, , N, 1.00, .58, .420, 1, .80
BUTTON, 17, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 10, 6.00, , N, 2.12, .44, .035, 1, 1.00
BUY, ¥, ¥, 25, .04, B--, 21, .01, --Y, 24, .08, 13, 70, 3.61, , V, 2.38, .69, .284, 1, 1.00
BUYER, ¥, ¥, ¥, ¥, , ¥, ¥, --YER, 9, .26, 8, 2, ¥, , N, 1.00, .17, .293, 1, .75
BUZZ, ¥, ¥, ¥, ¥, BU--, 17, .01, , ¥, ¥, 13, 13, 4.08, , V, .42, .17, .021, 1, .92
CAB, ¥, ¥, 18, .12, CA-, 5, .07, , ¥, ¥, 9, 12, 6.32, , N, 2.00, .33, .210, 1, 1.00
CABBAGE, 17, 0.00, 5, 0.00, , ¥, ¥, , ¥, ¥, 15, 4, 6.07, , N, 2.00, .27, .025, 1, 1.00
CABIN, ¥, ¥, ¥, ¥, CA---, 14, .03, , ¥, ¥, 9, 23, 6.96, , N, .88, .50, .050, 1, .89
CABINET, 17, 0.00, 19, 0.00, , ¥, ¥, , ¥, ¥, 16, 17, 6.18, P, N, 2.31, .31, .025, 1, 1.00
CABLE*, ¥, ¥, 11, .17, CA---, 14, .07, , ¥, ¥, 8, 7, 5.40, N, N, .71, .14, .010, 1, .88
CABOOSE, ¥, ¥, 8, .04, , ¥, ¥, , ¥, ¥, 8, 0, 6.00, , N, 1.25, .13, .037, 1, 1.00
CACTUS, 17, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 0, ¥, , N, 1.29, .14, .029, 1, .93
CAFE, 17, .01, ¥, ¥, CA--, 18, .03, , ¥, ¥, 15, 20, 5.64, , N, 1.92, .25, .007, 1, .80
CAFFEINE, 17, 0.00, 19, 0.00, , ¥, ¥, , ¥, ¥, 13, 0, ¥, , N, 1.11, .22, .038, 1, .69
CAGE, ¥, ¥, 9, .11, CA--, 17, .08, -AGE, 5, .25, 18, 9, 5.88, , N, 1.47, .33, .008, 1, .83
CAKE, ¥, ¥, 20, 0.00, CA--, 17, .11, -AKE, 9, .15, 19, 13, 6.11, , N, 2.79, .47, .112, 1, 1.00
CALCULATE, 17, 0.00, 25, 0.00, , ¥, ¥, , ¥, ¥, 15, 4, ¥, , V, 2.21, .14, .009, 1, .93
CALCULATOR, 17, 0.00, 16, 0.00, , ¥, ¥, , ¥, ¥, 12, 1, 6.70, , N, 1.17, .25, .007, 1, 1.00
CALCULUS, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 7, 0, 3.72, , N, 1.57, .57, .059, 1, 1.00
CALF, 17, .19, 7, .04, CA--, 17, .02, -ALF, 2, .36, 7, 11, 5.88, T, N, .86, .43, .137, 1, 1.00
CALL, ¥, ¥, 15, .12, CA--, 17, .28, -ALL, 7, .11, 15, 188, 3.74, N, V, 1.20, .40, .139, 1, 1.00
CALM, ¥, ¥, ¥, ¥, CA--, 17, 0.00, , ¥, ¥, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, .93
CALORIE, 17, 0.00, 33, 0.00, , ¥, ¥, , ¥, ¥, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 1.00
CAMEL*, 17, .01, 3, .70, , ¥, ¥, ---EL, 17, .03, 11, 1, 5.93, , N, ¥, ¥, ¥, 0, .91
CAMERA, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 8, 36, 6.23, , N, .71, .71, .060, 1, .88
CAMP, ¥, ¥, 12, .11, CA--, 17, .01, -AMP, 6, .19, 19, 75, 5.69, , N, .83, .17, .059, 1, .95
CAN, 17, .01, 14, .17, CA-, 5, .03, -AN, 9, .17, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, .95
CANAL, ¥, ¥, ¥, ¥, CAN--, 10, .09, --NAL, 8, .18, 18, 3, 5.73, , N, 1.53, .13, .003, 1, .83
CANARY*, ¥, ¥, 8, .02, , ¥, ¥, , ¥, ¥, 4, 0, 5.56, , N, 1.50, .25, .021, 1, 1.00
CANCER*, 17, 0.00, 5, .28, , ¥, ¥, , ¥, ¥, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 1.00
CANDIDATE, 17, 0.00, 25, 0.00, , ¥, ¥, , ¥, ¥, 17, 34, 5.53, , N, 2.50, .33, .013, 1, .71
CANDLE*, ¥, ¥, 5, .21, , ¥, ¥, -ANDLE, 2, .22, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 1.00
CANDY*, ¥, ¥, 9, .35, CA---, 14, .06, , ¥, ¥, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 1.00
CANE, ¥, ¥, 38, .08, , ¥, ¥, , ¥, ¥, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, .86
CANNON, 17, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 1.00
CANOE, ¥, ¥, 30, 0.00, CAN--, 10, .08, , ¥, ¥, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 1.00
CANYON*, 17, 0.00, 3, .60, , ¥, ¥, , ¥, ¥, 12, 12, ¥, , N, 1.00, .17, .048, 1, 1.00
CAP, ¥, ¥, 20, .12, CA-, 5, .05, -AP, 9, .15, 6, 27, 6.77, N, N, .67, .50, .044, 1, 1.00
CAPE, ¥, ¥, 13, .23, CA--, 18, .03, , ¥, ¥, 20, 20, 5.86, C, N, 1.18, .24, .008, 1, .85
CAPITAL, 17, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 85, 4.95, P, N, ¥, ¥, ¥, 0, .67
CAPTAIN, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 85, 5.23, , N, 2.15, .08, .003, 1, 1.00
CAR, ¥, ¥, 10, .29, CA-, 5, .34, -AR, 8, .35, 25, 274, 6.35, , N, 2.50, .91, .259, 1, .88
CARD, ¥, ¥, 6, .06, CA--, 17, .04, -ARD, 6, .08, 21, 26, 5.61, T, N, .89, .21, .039, 1, .90
CARE, ¥, ¥, 25, .02, CA--, 17, .08, , ¥, ¥, 18, 162, 3.33, , N, 1.29, .29, .022, 1, .94
CAREER, ¥, ¥, 22, 0.00, , ¥, ¥, --RE--, 23, .02, 12, 67, 3.63, , N, 2.25, .25, .013, 1, 1.00
CARESS, ¥, ¥, 20, .01, , ¥, ¥, , ¥, ¥, 17, 1, ¥, , N, 2.69, .38, .003, 1, .94
CARING, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 18, 10, ¥, , V, 2.75, .25, .185, 1, .89
CARRY, ¥, ¥, ¥, ¥, CA---, 14, .04, , ¥, ¥, 19, 88, 3.93, G, V, 1.50, .44, .034, 1, .95
CART, ¥, ¥, 12, .19, CA--, 18, .01, , ¥, ¥, 16, 9, ¥, , N, 1.06, .31, .017, 1, 1.00
CASE, ¥, ¥, 14, .05, CA--, 17, .02, -ASE, 4, .17, 22, 362, 5.12, N, N, 1.27, .14, .006, 1, 1.00
CASH, 17, .01, 18, .09, CA--, 17, .05, --SH, 15, .03, 4, 36, 6.28, , N, 1.50, .50, .174, 1, 1.00
CASKET*, 17, 0.00, 4, .78, , ¥, ¥, ---KET, 11, .01, 8, 1, 3.00, , N, 1.88, .13, 0.000, 1, 1.00
CAST, 17, .01, 9, .06, CA--, 17, .07, -AST, 6, .10, 20, 43, 4.98, N, V, 1.74, .11, .002, 1, .95
CASTLE*, ¥, ¥, 3, .12, , ¥, ¥, , ¥, ¥, 16, 7, 6.50, , N, 2.00, .60, .044, 1, .94
CASUAL, 17, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 20, 22, ¥, , AJ, 1.35, .24, .005, 1, .85
CAT, 17, .63, 15, .15, CA-, 5, .46, -AT, 9, .23, 3, 23, 6.21, , N, 0.00, 1.00, .607, 1, 1.00
CATASTROPHE, 17, .01, 33, 0.00, , ¥, ¥, , ¥, ¥, 19, 11, 3.58, , N, 2.68, .11, .029, 1, 1.00
CATCH, 17, .04, 10, .10, C---H, 8, .15, -ATCH, 7, .28, 19, 43, 4.02, , V, 1.82, .41, .044, 1, .89
CATERPILLAR, 17, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 10, 1, 6.96, , N, 1.56, .22, .036, 1, .90
CATHOLIC, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 84, 3.08, , AJ, 3.86, .79, .079, 1, .88
CATTLE*, 17, .02, 6, .14, , ¥, ¥, -ATTLE, 4, .30, 14, 97, 6.79, , N, 1.85, .31, .005, 1, .93
CAUSE, ¥, ¥, ¥, ¥, CA---, 14, .03, , ¥, ¥, 19, 130, 2.90, , N, 1.44, .22, .129, 1, .95
CAVE, ¥, ¥, 16, .14, CA--, 17, .02, -AVE, 8, .14, 11, 9, 5.79, , N, 1.09, .27, .031, 1, 1.00
CAVERN, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 1, 6.23, , N, 1.27, .09, .024, 1, 1.00
CAVITY, 17, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 9, 12, 5.60, , N, 1.00, .25, .025, 1, .89
CELEBRATE, 10, 0.00, 25, 0.00, , ¥, ¥, , ¥, ¥, 10, 4, ¥, , V, 2.33, .22, .004, 1, .90
CELL, 10, .01, 16, .01, , ¥, ¥, , ¥, ¥, 16, 65, 6.63, N, N, 1.14, .64, .032, 1, .88
CEMETERY, 10, 0.00, 33, 0.00, , ¥, ¥, , ¥, ¥, 11, 15, ¥, , N, 2.60, .50, .009, 1, .91
CENT, ¥, ¥, 14, .07, , ¥, ¥, , ¥, ¥, 7, 181, 5.25, , N, 2.86, 0.00, 0.000, 1, 1.00
CENTER, ¥, ¥, ¥, ¥, , ¥, ¥, ----ER, 37, 0.00, 11, 224, 3.63, , N, .36, .18, .052, 1, 1.00
CENTURY, 10, 0.00, 33, 0.00, , ¥, ¥, , ¥, ¥, 11, 207, 3.75, , N, ¥, ¥, ¥, 0, .55
CEREMONY, 10, 0.00, 14, 0.00, , ¥, ¥, , ¥, ¥, 16, 18, 4.58, , N, .93, .20, .012, 1, .94
CHAIN, 7, .16, 38, 0.00, CH---, 36, .08, --AIN, 10, .03, 14, 50, 5.85, T, N, .57, .79, .059, 1, 1.00
CHAIR, 7, .24, 25, 0.00, CH---, 36, .09, , ¥, ¥, 14, 66, 6.12, , N, 2.46, .85, .396, 1, .93
CHALK, 6, .82, ¥, ¥, CH---, 36, .04, --ALK, 2, .45, 7, 3, 6.21, , N, 0.00, .29, .081, 1, 1.00
CHALLENGE, 11, .03, ¥, ¥, , ¥, ¥, , ¥, ¥, 21, 36, 2.50, , N, 1.35, .15, .005, 1, .95
CHAMPION, 11, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 23, ¥, , N, .92, .23, .014, 1, .93
CHANCE, ¥, ¥, 10, .02, , ¥, ¥, , ¥, ¥, 19, 131, 2.71, T, N, .95, .53, .072, 1, 1.00
CHANGE, 7, .16, 9, .11, , ¥, ¥, , ¥, ¥, 15, 240, 3.06, N, V, .92, .23, .028, 1, .87
CHANNEL*, 11, .01, 3, .12, CH-----, 17, 0.00, --ANNEL, 2, .68, 13, 16, 4.79, , N, .82, .18, .006, 1, .85
CHAOS, ¥, ¥, ¥, ¥, CH---, 36, 0.00, , ¥, ¥, 22, 17, 2.50, , N, 1.72, .28, .019, 1, .82
CHAPEL, 11, .04, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 20, 5.66, , N, 2.55, .09, 0.000, 1, 1.00
CHAPTER, 11, .05, ¥, ¥, CH-----, 17, .01, , ¥, ¥, 8, 74, ¥, , N, 1.00, .14, 0.000, 1, .88
CHARACTERISTIC, 17, 0.00, 21, 0.00, , ¥, ¥, , ¥, ¥, 18, 68, ¥, , AJ, 1.53, .20, .056, 1, .83
CHARGE, 6, 0.00, 5, .06, , ¥, ¥, --AR--, 25, .01, 13, 122, 3.50, N, V, .85, .23, .007, 1, 1.00
CHARITY, 11, 0.00, 9, 0.00, CH-----, 17, .04, , ¥, ¥, 20, 8, ¥, , N, 1.94, .22, .006, 1, .90
CHARM, 6, .01, 7, .04, CHA--, 10, .01, , ¥, ¥, 18, 26, 4.20, N, N, 1.40, .27, .012, 1, .83
CHART, ¥, ¥, 12, .01, CH---, 34, .07, --ART, 5, .17, 18, 22, 5.28, , N, 1.18, .24, .049, 1, .94
CHASE, 7, .18, 14, .02, CHA--, 11, .13, , ¥, ¥, 14, 18, ¥, , V, .73, 0.00, 0.000, 1, .79
CHEAP, 6, .10, 14, .01, CH---, 36, .02, , ¥, ¥, 13, 24, 2.68, , AJ, 1.00, .36, .144, 1, .85
CHEAT, 6, .28, 17, 0.00, CH---, 36, .02, , ¥, ¥, 18, 3, 3.25, , V, 2.18, .18, .023, 1, .94
CHECK, 6, .79, 14, .04, CH---, 36, .03, , ¥, ¥, 13, 88, 4.38, N, N, 1.00, .39, .020, 1, 1.00
CHECKBOOK, 6, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 5, ¥, , N, 1.30, .20, .003, 1, .91
