TARGET, K&F FREQ, Accessibility Index
THESAURUS, 1, 2
BEAK, 0, 2
ENFORCEMENT, 0, 2
BEAKER, 2, 2
THERMOS, 0, 2
TENTACLES, 0, 2
CELIBATE, 0, 2
CURRENCY, 0, 2
MISTRESS, 0, 2
THESPIAN, 0, 2
CRAM, 0, 2
BANQUET, 6, 2
PREDICAMENT, 0, 2
ASHES, 6, 2
PUNK, 0, 2
BEANSTALK, 0, 2
TENOR, 6, 2
TRIPLETS, 0, 2
MISSISSIPPI, 0, 2
TROJAN, 0, 2
POTION, 0, 2
ARTERIES, 0, 2
THEOREM, 18, 2
BARLEY, 6, 2
MONOTONOUS, 8, 2
POTS, 0, 2
SMACK, 0, 2
CANCEL, 0, 2
MOBILE, 0, 2
TERMINATE, 0, 2
CURSIVE, 0, 2
SHRUB, 1, 2
CRADLE, 7, 2
BARBIE, 0, 2
CELLS, 0, 2
TERMINAL, 12, 2
ARTS, 66, 2
MONTHS, 0, 2
MITT, 0, 2
MATCHING, 0, 2
ATHEIST, 0, 2
MASTERS, 0, 2
EXERT, 0, 2
CRITICAL, 58, 2
EXTRAORDINARY, 0, 2
PRODUCTIVE, 0, 2
EXCEDRIN, 0, 2
MAGNIFY, 3, 2
MAGNIFYING GLASS, 0, 2
TOILET PAPER, 0, 2
MAILBOX, 1, 2
TOMAHAWK, 0, 2
CRITERIA, 0, 2
SKATEBOARD, 0, 2
CARRIER, 0, 2
CARPORT, 0, 2
EXHAUSTED, 15, 2
MAILMAN, 1, 2
SKEPTIC, 0, 2
TOM, 0, 2
MAINE, 0, 2
PRUDE, 0, 2
MAGNIFICENT, 0, 2
PROCLAIM, 0, 2
EVICT, 0, 2
SKIP, 5, 2
EVOLVE, 0, 2
EVOLUTION, 0, 2
TOADSTOOL, 0, 2
MADNESS, 0, 2
TO DO, 0, 2
CROSSING, 21, 2
MEANINGLESS, 0, 2
PROCESSOR, 0, 2
EWE, 1, 2
EXTREMES, 0, 2
SKILLFUL, 0, 2
MAY, 0, 2
MATURITY, 0, 2
TOENAIL, 0, 2
AWARENESS, 32, 2
PSALM, 4, 2
TRAINEE, 0, 2
MAYOR, 38, 2
MAYHEM, 0, 2
TODDLER, 0, 2
TON, 13, 2
MARATHON, 0, 2
EXPERIMENTS, 0, 2
MANATEE, 0, 2
ATTRIBUTE, 0, 2
EXPRESSWAY, 0, 2
ATTEMPT, 95, 2
CREMATION, 0, 2
CARTER, 0, 2
TORPEDO, 0, 2
MARE, 16, 2
MARGARINE, 0, 2
MANE, 0, 2
ATTENDANT, 0, 2
ATTENTIVE, 0, 2
MANILA, 0, 2
MANNER, 124, 2
SINUS, 1, 2
TOUCHDOWN, 6, 2
PROSECUTE, 2, 2
ATTRACTION, 0, 2
CASCADE, 0, 2
MANIC, 0, 2
MANEUVER, 0, 2
TOPS, 0, 2
PROVERB, 5, 2
CARROTS, 4, 2
MARTINI, 0, 2
TRACE, 23, 2
CREATION, 46, 2
TONIGHT, 38, 2
ATHLETICS, 0, 2
PROJECTS, 0, 2
SIXTIES, 0, 2
PROVIDE, 0, 2
AUTOMOBILE, 50, 2
EXTINCTION, 0, 2
TOYOTA, 0, 2
AUGUST, 0, 2
TOPPLE, 0, 2
TOXIC, 0, 2
EXPEDITION, 0, 2
AURA, 1, 2
PROTRACTOR, 0, 2
PROMOTION, 0, 2
MARSH, 4, 2
EXTERIOR, 0, 2
AUTHENTIC, 0, 2
EVERY, 0, 2
ERIE, 0, 2
LUBRICATE, 1, 2
ASSOCIATION, 0, 2
LUCIFER, 0, 2
SLEAZY, 0, 2
LUBRICANT, 0, 2
MICKEY MOUSE, 0, 2
CRAVE, 5, 2
PRICES, 0, 2
ERECT, 13, 2
THURSDAY, 0, 2
TICKETS, 0, 2
LUCKY, 0, 2
BACKYARD, 0, 2
LUDICROUS, 0, 2
ESKIMO, 0, 2
BACKSTROKE, 0, 2
ERUPT, 2, 2
METRIC, 0, 2
TRAUMA, 1, 2
METHODIST, 13, 2
EROTIC, 0, 2
EROSION, 0, 2
PUCK, 0, 2
MIGHTY, 0, 2
CUISINE, 0, 2
THRIVE, 0, 2
SLEEPING, 0, 2
BAKERY, 0, 2
CAPRICORN, 0, 2
TREBLE, 2, 2
PUFF, 1, 2
THRIFTY, 0, 2
MILD, 14, 2
TREATY, 0, 2
BAKER, 36, 2
CUDDLY, 0, 2
CUE, 0, 2
PREVIOUS, 0, 2
SLEEK, 0, 2
THRUST, 0, 2
FACTOR, 71, 2
BAIL, 0, 2
PRETZELS, 0, 2
THROW OUT, 0, 2
CRATER, 2, 2
PUDDLE, 1, 2
CAPSULE, 0, 2
EVANGELIST, 0, 2
TIRES, 0, 2
LYMPH, 0, 2
LYRICS, 0, 2
CATEGORY, 0, 2
MEDIOCRE, 5, 2
CRUMB, 3, 2
EYELASHES, 0, 2
SLAB, 9, 2
CRUDE, 15, 2
CRUELTY, 0, 2
M&M'S, 0, 2
CARDBOARD, 5, 2
PROBABLY, 0, 2
PSYCHIC, 0, 2
TRAMP, 1, 2
TO BE, 0, 2
EVENTS, 0, 2
TRANSLUCENT, 0, 2
ASTEROID, 1, 2
TRANSIENT, 0, 2
B, 0, 2
CREAMY, 0, 2
ETHIOPIA, 0, 2
PRINCIPAL, 92, 2
LUMBER, 35, 2
F-16, 0, 2
BACHELOR, 0, 2
MENSTRUATION, 0, 2
TILT, 0, 2
MERIT, 29, 2
PRIMATE, 1, 2
ESOPHAGUS, 0, 2
MEOW, 0, 2
BACK STAB, 0, 2
ESSENTIAL, 0, 2
EYESIGHT, 0, 2
TRAPPED, 0, 2
LUNGS, 0, 2
PRINTING, 18, 2
LURE, 0, 2
LUNATIC, 0, 2
CATHEDRAL, 8, 2
ESTATE, 0, 2
SLANG, 0, 2
LUMPY, 0, 2
SLANDER, 1, 2
SPAWN, 0, 2
DENT, 2, 2
PHOTOGRAPH, 0, 2
ORNAMENT, 4, 2
ORIGIN, 0, 2
DISPERSE, 2, 2
DENOUNCE, 0, 2
STOPPER, 2, 2
OURS, 0, 2
DEPART, 7, 2
STONES, 0, 2
PHONY, 12, 2
SPEAKING, 0, 2
DISORIENTED, 0, 2
SPEAR, 0, 2
PICASSO, 0, 2
ORBIT, 0, 2
BONY, 0, 2
SPARK, 0, 2
STREAK, 0, 2
PICK ON, 0, 2
DISSECT, 0, 2
STRANGLE, 0, 2
BULLETIN, 18, 2
STRAIGHTEN, 0, 2
ORIENT, 4, 2
STRANDED, 0, 2
DISRESPECT, 0, 2
ORE, 3, 2
ORGANIC, 0, 2
OVERALLS, 0, 2
PETROLEUM, 1, 2
BOULDER, 10, 2
DISHONOR, 0, 2
STINGRAY, 0, 2
BOUGHT, 0, 2
BUILDINGS, 0, 2
PETITE, 0, 2
PETER, 0, 2
BOUNTY, 3, 2
BUGS BUNNY, 0, 2
OVERFLOW, 2, 2
BOULEVARD, 11, 2
BOUNCY, 0, 2
STICKS, 0, 2
DISMISS, 5, 2
BOSSY, 0, 2
DISMAY, 5, 2
SPECIES, 0, 2
STOMP, 0, 2
OUTER, 0, 2
PHLEGM, 0, 2
DISMAL, 0, 2
BOTHERSOME, 0, 2
PHARAOH, 0, 2
PHANTOM, 2, 2
PHARMACY, 0, 2
PHILOSOPHER, 16, 2
OUTPUT, 0, 2
STOCKY, 0, 2
BLURRY, 0, 2
BURGER KING, 0, 2
BURGER, 0, 2
STUFFING, 0, 2
DELINQUENT, 6, 2
OILY, 0, 2
BURGLARY, 4, 2
STUDIO, 0, 2
BOARDWALK, 0, 2
OMEN, 0, 2
SOUR CREAM, 0, 2
DELTA, 0, 2
OLEO, 0, 2
BUREAUCRACY, 0, 2
OLIVE OIL, 0, 2
BURNER, 0, 2
OFFEND, 4, 2
DOCTORATE, 0, 2
PINNACLE, 0, 2
PINS, 0, 2
BURNING, 0, 2
SUBJECTIVE, 18, 2
PINEAPPLE, 0, 2
DELIGHTFUL, 0, 2
PIMPLES, 0, 2
STUNNED, 0, 2
STUPIDITY, 0, 2
SUAVE, 0, 2
STY, 0, 2
STUTTER, 0, 2
OPERATOR, 49, 2
BUMBLE, 0, 2
BONDAGE, 3, 2
DEMOCRATIC, 0, 2
OPAQUE, 0, 2
DISTRIBUTE, 0, 2
STRIKES BACK, 0, 2
DISTINGUISH, 0, 2
DISSUADE, 0, 2
STREETS, 0, 2
PICKET, 9, 2
PICKLE, 1, 2
DEN, 0, 2
STRESSED, 0, 2
BONES, 0, 2
SPA, 0, 2
BOGGLE, 0, 2
DITTO, 0, 2
BUNDY, 0, 2
STUB, 3, 2
STRUM, 0, 2
PIGEON, 3, 2
SPACESHIP, 0, 2
OOPS, 0, 2
SPADE, 10, 2
OPAL, 0, 2
STRIPES, 5, 2
PIER, 3, 2
ONWARD, 0, 2
DEMEAN, 0, 2
OVERTHROW, 0, 2
PENNILESS, 0, 2
DIFFER, 18, 2
PASTOR, 0, 2
STAGGER, 0, 2
DIGIT, 1, 2
PASSENGER, 14, 2
PASSING, 0, 2
SPOOK, 0, 2
DIANA, 0, 2
PATHETIC, 0, 2
SQUIRT, 0, 2
PATELLA, 0, 2
DESPERATE, 0, 2
BRING BACK, 0, 2
DIAPERS, 0, 2
PARSLEY, 1, 2
DILL, 12, 2
STALKER, 0, 2
BREW, 0, 2
PARLOR, 0, 2
PEPPERONI, 1, 2
STALLION, 3, 2
DILIGENCE, 3, 2
DESERVE, 0, 2
BROWNIE, 0, 2
STAIRCASE, 0, 2
STAKE, 20, 2
BRIAR, 0, 2
STALIN, 0, 2
BRUNCH, 0, 2
DESTRUCT, 0, 2
PEEK, 0, 2
DEVIANT, 0, 2
SPOTLESS, 3, 2
SQUAD, 18, 2
BROTH, 3, 2
DESTROYER, 0, 2
PEE, 0, 2
PECK, 0, 2
SPRAIN, 0, 2
PEASANT, 0, 2
SPOUT, 0, 2
DEVELOP, 322, 2
DEVASTATE, 0, 2
SPRINT, 0, 2
SQUID, 0, 2
SPOONS, 0, 2
DESTROYED, 0, 2
BROTHERHOOD, 0, 2
BRISTLE, 3, 2
PATRIOT, 10, 2
PATRIOTIC, 10, 2
PATTY, 0, 2
DEVIOUS, 0, 2
BROACH, 0, 2
PAW, 3, 2
SQUARES, 0, 2
PAUL, 0, 2
SQUAT, 0, 2
BRITTLE, 3, 2
PERPLEX, 0, 2
PAGES, 0, 2
PEROXIDE, 2, 2
STEALTH, 0, 2
PERSISTENT, 0, 2
DISCOUNT, 0, 2
PACT, 0, 2
SPIGOT, 0, 2
BUCS, 0, 2
PERKY, 0, 2
PALMS, 0, 2
PERMANENT, 0, 2
DISCIPLE, 0, 2
DISCARD, 0, 2
STATISTIC, 0, 2
BOURBON, 8, 2
DISGRACE, 3, 2
DISCRETE, 0, 2
STEREOTYPE, 12, 2
STERNUM, 0, 2
BUGLE, 2, 2
STERILE, 0, 2
PERSPIRE, 0, 2
SPIC, 0, 2
PACE, 0, 2
DEPOSIT, 9, 2
SPHINX, 1, 2
DISCREET, 7, 2
BOWLS, 0, 2
OZ, 0, 2
BRUTE, 0, 2
BRUNETTE, 1, 2
PEPPY, 0, 2
BREASTS, 0, 2
DINING ROOM, 0, 2
BREAKER, 0, 2
PARALLEL, 0, 2
PARDON, 8, 2
PARKAY, 0, 2
DIM, 19, 2
STANCE, 0, 2
DIMES, 0, 2
DING, 0, 2
DINER, 0, 2
DINE, 2, 2
DISABLED, 0, 2
PERHAPS, 0, 2
BRANDY, 7, 2
BRAND, 17, 2
DISAPPEARANCE, 0, 2
STARVING, 6, 2
PANE, 3, 2
BRATS, 0, 2
DIOXIDE, 0, 2
SPITE, 0, 2
BUBBLES, 0, 2
BUBBLY, 0, 2
PAPA, 0, 2
DERELICT, 0, 2
PERFECTION, 0, 2
NAVEL, 0, 2
NAVIGATOR, 2, 2
NAZI, 0, 2
TALENTED, 0, 2
TALKING, 0, 2
POLKADOTS, 0, 2
DURABLE, 0, 2
NEANDERTHAL, 0, 2
TAKE OUT, 0, 2
BEVERAGE, 9, 2
TAKE BACK, 0, 2
DUNE, 1, 2
DAY LIGHT, 0, 2
DUO, 0, 2
SNOOPY, 0, 2
DATES, 0, 2
DATING, 0, 2
TANGLE, 0, 2
DYSFUNCTION, 0, 2
MYSTICAL, 0, 2
TANTRUM, 2, 2
NAIL POLISH, 0, 2
SNICKERS, 0, 2
DWARVES, 2, 2
TALLY, 0, 2
NATIONALITY, 0, 2
DAVID, 0, 2
BERMUDA, 0, 2
POM POM, 0, 2
NARC, 0, 2
NEW ORLEANS, 0, 2
NEW YEAR, 0, 2
BIKINI, 0, 2
SYNAPSE, 0, 2
NEURON, 1, 2
SO-SO, 0, 2
DROUGHT, 0, 2
BILLBOARD, 1, 2
SOCIALISM, 0, 2
DRINKS, 0, 2
PM, 0, 2
C, 0, 2
SYMPATHETIC, 35, 2
DECADE, 46, 2
SYLLABUS, 0, 2
CACTUS, 0, 2
TACKY, 0, 2
BIC, 0, 2
SNORKEL, 2, 2
TAKE AWAY, 0, 2
NEEDY, 6, 2
DAYDREAM, 0, 2
SNOW WHITE, 0, 2
CABOOSE, 0, 2
POINTY, 0, 2
DEADLINE, 0, 2
SNUGGLE, 0, 2
NEPHEW, 9, 2
SNUB, 0, 2
SNUG, 0, 2
CAME, 0, 2
SMOTHER, 7, 2
MR., 0, 2
EGGO, 0, 2
BEIGE, 0, 2
PORTRAIT, 17, 2
MOVIES, 0, 2
MR. ROGERS, 0, 2
TEAMMATE, 0, 2
EDUCATE, 7, 2
DANK, 0, 2
TEAPOT, 0, 2
MRS., 0, 2
PORSCHE, 0, 2
SMUDGE, 1, 2
ELECTRICAL, 0, 2
BEEP, 0, 2
BEES, 0, 2
POSSESSED, 0, 2
ELECTRONIC, 0, 2
ELECTROCUTE, 0, 2
DALLAS, 0, 2
BEET, 2, 2
TEEN, 0, 2
EIFFEL TOWER, 0, 2
TEE, 0, 2
ELASTIC, 0, 2
MOUND, 0, 2
TEENAGERS, 0, 2
ELATED, 0, 2
MUSICIAN, 0, 2
MUSK, 0, 2
POPEYE, 0, 2
ECONOMICS, 0, 2
POPS, 0, 2
ED, 0, 2
ECSTASY, 6, 2
MUST, 1013, 2
BENEDICT ARNOLD, 0, 2
TARP, 0, 2
POOP, 0, 2
SNARE, 0, 2
MUSTY, 0, 2
SNAPSHOT, 0, 2
TARTAR, 0, 2
EDIBLE, 0, 2
TAVERN, 2, 2
MUMMY, 1, 2
MULTIPLICATION, 0, 2
EDISON, 0, 2
BELONGINGS, 0, 2
MULTIPLE, 0, 2
POPULATION, 136, 2
CALLS, 0, 2
MURPHY, 0, 2
TASTY, 2, 2
TATTLE, 0, 2
TAURUS, 0, 2
TAUNT, 0, 2
TAUGHT, 0, 2
DECAL, 0, 2
BUSHY, 0, 2
SUMMIT, 12, 2
DEFICIENT, 0, 2
NURSERY, 13, 2
BLAZE, 7, 2
DOOM, 0, 2
SUNBURN, 0, 2
NUTRIENT, 0, 2
O'CLOCK, 0, 2
SUITE, 27, 2
BLESS, 9, 2
PITCHFORK, 2, 2
PIXIE, 0, 2
NYLON, 1, 2
SOMETIME, 0, 2
NOURISH, 0, 2
SUPERB, 0, 2
DOTTED, 0, 2
DOUBTFUL, 0, 2
SUPERNATURAL, 0, 2
NOTIFY, 8, 2
BUSTER, 0, 2
DOTS, 0, 2
BLATANT, 0, 2
NUMERAL, 0, 2
NUMEROUS, 47, 2
DEFENDANT, 0, 2
BLACKMAIL, 2, 2
DOPEY, 0, 2
SOMEDAY, 0, 2
BLOT, 6, 2
SUBTRACTION, 6, 2
SUBTLE, 25, 2
OCCASIONAL, 0, 2
DOMAIN, 9, 2
SONNET, 3, 2
DOING, 0, 2
DOGS, 0, 2
OCTOPUS, 1, 2
SUBMISSIVE, 0, 2
DELAYED, 0, 2
SOOT, 1, 2
SUBSTITUTE, 0, 2
PIOUS, 10, 2
PIONEER, 0, 2
OBEDIENT, 0, 2
SUFFOCATE, 6, 2
SUEDE, 0, 2
OATMEAL, 1, 2
DONOR, 5, 2
OASIS, 0, 2
BUSHES, 0, 2
BLISTER, 0, 2
OBSERVER, 0, 2
DOME, 0, 2
BLOODY, 0, 2
DOMESTIC, 0, 2
PISS OFF, 0, 2
DEGREES, 0, 2
OBSCENE, 0, 2
PLIERS, 1, 2
SOD, 0, 2
NO ONE, 0, 2
DREAMS, 0, 2
SOCRATES, 0, 2
NITROGEN, 12, 2
DRENCH, 0, 2
BIOLOGIST, 2, 2
SWABS, 0, 2
DECIPHER, 0, 2
SUSPENSE, 6, 2
DECIMAL, 0, 2
NOBODY, 0, 2
DREAMING, 0, 2
SWAP, 2, 2
NIGHTLY, 0, 2
NIGHTMARE, 9, 2
SOCIOLOGY, 0, 2
NIGHTIE, 0, 2
SWISS, 14, 2
DRIFT, 18, 2
DRESSY, 0, 2
BILLY, 0, 2
BINDER, 1, 2
PLUCK, 2, 2
DECEMBER, 0, 2
BIND, 0, 2
SWIMMER, 0, 2
BIMBO, 0, 2
SWERVE, 0, 2
PLATEAU, 0, 2
SUPPOSE, 97, 2
SUPPLIES, 0, 2
SUPREME, 0, 2
PLATO, 0, 2
SOLE, 18, 2
SOLEMN, 0, 2
SUPPLEMENT, 0, 2
SOLO, 7, 2
SUPERSTITION, 8, 2
DOWNSTAIRS, 12, 2
SUPERWOMAN, 0, 2
DEDICATION, 0, 2
NOT SURE, 0, 2
NOT THERE, 0, 2
SURVIVE, 33, 2
SURVIVAL, 0, 2
PLAYING, 101, 2
BUTLER, 4, 2
DECLARATION, 0, 2
NONEXISTENT, 0, 2
SUSHI, 0, 2
SURROUNDINGS, 8, 2
SOLD, 0, 2
DECORATION, 8, 2
SURFING, 0, 2
NORTH POLE, 0, 2
DRAG, 15, 2
NORMS, 0, 2
BUT, 0, 2
ARMED, 0, 2
REPRESS, 1, 2
INCIDENT, 0, 2
GERMAN, 0, 2
INCEST, 0, 2
REPRODUCTION, 0, 2
AGO, 0, 2
AGONY, 9, 2
INCOGNITO, 0, 2
REPLICATE, 0, 2
INDECENT, 0, 2
REPLAY, 0, 2
CONDO, 0, 2
INCOMPLETE, 0, 2
AGRICULTURE, 23, 2
AHOY, 0, 2
CHURN, 0, 2
GET AWAY, 0, 2
CONCISE, 0, 2
IMPULSIVE, 0, 2
IMPRESSED, 0, 2
RESIDENCE, 0, 2
RESERVATION, 8, 2
AGGRAVATED, 0, 2
WARE, 0, 2
WARDROBE, 9, 2
CONDEMN, 4, 2
WAREHOUSE, 8, 2
REQUIREMENT, 0, 2
REQUIRE, 0, 2
WARFARE, 0, 2
INFERIOR, 7, 2
INFERNO, 2, 2
INFINITE, 19, 2
INFANT, 11, 2
CONFEDERATE, 0, 2
INEXPERIENCED, 0, 2
INFAMOUS, 0, 2
ALBERT, 0, 2
CONFESS, 11, 2
CONFESSION, 17, 2
ALE, 1, 2
INFORMAL, 0, 2
REMOVER, 0, 2
ALCOHOLIC, 0, 2
GEARS, 0, 2
CONDUCTOR, 25, 2
SCULPT, 0, 2
REPAY, 0, 2
GENES, 0, 2
INDENT, 0, 2
INDEX, 0, 2
GENETICS, 0, 2
WAGE, 95, 2
INEBRIATED, 0, 2
VULNERABLE, 14, 2
INEXPENSIVE, 6, 2
RENTAL, 0, 2
GENERIC, 0, 2
INDOORS, 5, 2
WAFFLES, 1, 2
GLANDS, 6, 2
GLANCE, 40, 2
IDEAL, 61, 2
CIRCUMSTANCE, 15, 2
COMPLY, 0, 2
RETARD, 0, 2
COMPONENTS, 55, 2
IDEALS, 0, 2
GIST, 0, 2
ADVANCED, 0, 2
ADVANTAGE, 0, 2
WEB, 6, 2
IDENTICAL, 31, 2
GLAMOROUS, 0, 2
IF, 0, 2
HYPNOTIZE, 0, 2
HYPOCRITICAL, 0, 2
RETREAT, 14, 2
GLITTER, 0, 2
SCARLET, 0, 2
GLOSS, 0, 2
GLOOMY, 3, 2
CIVILIZATION, 0, 2
SCHOLAR, 0, 2
WEIGH, 4, 2
CITRUS, 1, 2
I.Q., 0, 2
HYSTERICAL, 0, 2
ADMIRAL, 0, 2
I.D., 0, 2
COMPUTE, 7, 2
COMRADE, 0, 2
CON ARTIST, 0, 2
IMPATIENCE, 10, 2
IMPACT, 67, 2
IMPAIRED, 0, 2
WAVELENGTH, 0, 2
AEROSOL, 0, 2
SCRAMBLE, 2, 2
RESOLUTION, 0, 2
CONCEPT, 85, 2
IMPORTANCE, 0, 2
SCOUNDREL, 0, 2
SCOUTS, 0, 2
RESORT, 12, 2
WEAKNESS, 46, 2
RESTRAINT, 0, 2
WAYS, 0, 2
ADVERTISE, 0, 2
ADVENTUROUS, 5, 2
COMPOUND, 11, 2
ILLUSTRATION, 0, 2
CIRCUIT, 0, 2
GHOUL, 1, 2
COMPULSIVE, 0, 2
IMMOVABLE, 0, 2
IMMIGRANT, 0, 2
IMMACULATE, 0, 2
ADVISOR, 0, 2
SCORPIO, 0, 2
CONSISTENT, 0, 2
VERACITY, 0, 2
VENTURE, 0, 2
INVITED, 0, 2
INVESTIGATOR, 0, 2
VERMIN, 0, 2
INVINCIBLE, 0, 2
IRAN, 0, 2
FUGITIVE, 3, 2
IRRITATING, 4, 2
IRS, 0, 2
VENDOR, 0, 2
IRISH, 0, 2
IRK, 0, 2
VENETIAN, 0, 2
INTRODUCTION, 0, 2
VERY, 0, 2
INTUITION, 18, 2
INTRODUCE, 11, 2
CHIPMUNK, 0, 2
INTOLERANT, 0, 2
AMENDMENT, 0, 2
VERTICALS, 0, 2
VERTEBRA, 0, 2
AMIABLE, 0, 2
FUNNIES, 0, 2
FURIOUS, 0, 2
INVASION, 0, 2
CONSIDERATE, 0, 2
REGULATION, 14, 2
REFLECTION, 32, 2
JAMMED, 0, 2
SEMESTER, 10, 2
CONSTITUTION, 49, 2
JAGGED, 0, 2
FRILL, 3, 2
FRIGID, 5, 2
REFERENCE, 0, 2
ANCESTOR, 7, 2
REEFER, 0, 2
JEALOUS, 0, 2
REFER, 0, 2
JANSPORT, 0, 2
REFEREE, 1, 2
FRICTION, 0, 2
CHIME, 0, 2
FROSTED, 1, 2
CHICKS, 0, 2
ISRAEL, 0, 2
AMPLE, 0, 2
VELOCITY, 26, 2
SEIZE, 6, 2
FROST, 6, 2
JAB, 0, 2
CONSTIPATION, 0, 2
VASELINE, 0, 2
FROLIC, 0, 2
AMUSE, 3, 2
ITINERARY, 0, 2
VEGAS, 0, 2
GARMENT, 0, 2
INSECURITY, 0, 2
GANDER, 1, 2
RELY, 30, 2
GARTER, 0, 2
INQUIRE, 6, 2
REM, 0, 2
INSIGNIFICANT, 0, 2
VIRGO, 0, 2
CONNECTION, 0, 2
INSTANCE, 82, 2
ALMIGHTY, 5, 2
VISA, 0, 2
INSIST, 0, 2
ALLOWED, 0, 2
ALIENS, 0, 2
REMIND, 15, 2
VOCAL, 0, 2
INHERIT, 0, 2
CHOWDER, 1, 2
INGREDIENTS, 0, 2
ALI, 0, 2
INJUSTICE, 0, 2
VIVID, 25, 2
ALL THE TIME, 0, 2
CONGRESSMAN, 0, 2
INNER, 0, 2
GAUZE, 1, 2
INLET, 4, 2
GAUGE, 12, 2
FUZZ, 3, 2
VICTOR, 23, 2
INTERNATIONAL, 0, 2
INTERCOURSE, 0, 2
RELATIVITY, 3, 2
INTERACT, 0, 2
CONSCIENCE, 40, 2
CONSERVATIVE, 0, 2
INTESTINE, 1, 2
INTESTINES, 0, 2
VICIOUS, 0, 2
INTERVIEW, 34, 2
INTERSECTION, 0, 2
FUSS, 4, 2
INTERTWINE, 0, 2
ALSO, 0, 2
VINYL, 0, 2
GALAXY, 3, 2
VIOLATION, 17, 2
GALLOP, 4, 2
CHOLESTEROL, 0, 2
ALRIGHT, 0, 2
GALA, 0, 2
VIGOR, 0, 2
INTENSITY, 56, 2
CHLORINE, 33, 2
GAG, 4, 2
INTEGRATE, 7, 2
RELAXATION, 0, 2
VIKING, 3, 2
WRESTLE, 0, 2
HEED, 0, 2
ROLLER, 0, 2
SALTINE, 0, 2
HEAVE, 0, 2
GUARDIAN, 9, 2
CLIMAX, 14, 2
CLIENT, 0, 2
SAN FRANCISCO, 0, 2
SANCTUARY, 0, 2
CLICK, 2, 2
ABC, 0, 2
ABBREVIATION, 0, 2
SAMURAI, 0, 2
HELICOPTER, 1, 2
CLIPPER, 0, 2
HEARD, 0, 2
CLINTON, 0, 2
X-RAY, 0, 2
GULF, 0, 2
HEALER, 0, 2
GUIDANCE, 0, 2
SALESPERSON, 0, 2
COLDER, 0, 2
SALON, 0, 2
CLIMBER, 0, 2
7-ELEVEN, 0, 2
ROOT BEER, 0, 2
COINS, 0, 2
WRITTEN, 0, 2
ROBOT, 1, 2
HEX, 0, 2
GRIPE, 0, 2
GRIT, 1, 2
COLORADO, 0, 2
ABSENCE, 53, 2
SANE, 0, 2
SAP, 1, 2
COMBAT, 0, 2
COMBINATION, 57, 2
CLENCH, 1, 2
HIGHEST, 0, 2
HIERARCHY, 0, 2
WONDER WOMAN, 0, 2
WON'T, 0, 2
ROGERS, 0, 2
RODEO, 1, 2
WORLDLY, 0, 2
ABIDE, 0, 2
SANDALS, 5, 2
GROUNDED, 0, 2
WORSE, 50, 2
GROOVE, 0, 2
WORKERS, 0, 2
ABRASIVE, 0, 2
GRITS, 0, 2
WORKING, 0, 2
ABOUT, 0, 2
GROOM, 5, 2
COLLISION, 0, 2
RUT, 0, 2
RYE, 4, 2
CLUTCH, 0, 2
HALLELUJAH, 0, 2
HALLUCINATION, 0, 2
RUMMY, 1, 2
HARASS, 0, 2
HARDLY, 0, 2
RUFFLE, 0, 2
CLOSING, 28, 2
HARNESS, 0, 2
HAIL, 10, 2
HARDWARE, 0, 2
HARDY, 42, 2
COAX, 0, 2
HAND SHAKE, 0, 2
CLOWNS, 0, 2
HANDYMAN, 0, 2
CLUBS, 0, 2
ZUCCHINI, 0, 2
HANDCUFF, 0, 2
HANDBALL, 0, 2
ZITS, 0, 2
CLUELESS, 0, 2
RUMOR, 8, 2
HALO, 2, 2
RUSSIAN, 0, 2
HAMSTER, 0, 2
ZITI, 0, 2
HANGING, 0, 2
HAYRIDE, 0, 2
GUNS, 0, 2
HAZARD, 12, 2
COCONUT, 0, 2
GUT, 0, 2
COCKROACH, 0, 2
COCKTAIL, 25, 2
COCOON, 3, 2
YANKEE, 0, 2
GULLY, 1, 2
YACHT, 4, 2
ROTATE, 0, 2
COD, 6, 2
GUMS, 4, 2
ROUGE, 7, 2
SADNESS, 0, 2
CLOSELY, 0, 2
RUBBISH, 0, 2
COBRA, 3, 2
RUDOLPH, 0, 2
HARVEST, 12, 2
HASSLE, 0, 2
CLOROX, 0, 2
HAUNT, 4, 2
HAVE TO, 0, 2
CLONE, 0, 2
COCA-COLA, 1, 2
SAGE, 2, 2
25 CENTS, 0, 2
SAID, 0, 2
GOOEY, 0, 2
HOTTER, 7, 2
CLASSIFIED, 0, 2
CLASSROOM, 0, 2
HOSTESS, 8, 2
HOSTILE, 0, 2
GOOF, 0, 2
GOOD LOOKING, 0, 2
COMPETITOR, 0, 2
HOWL, 0, 2
SCALPEL, 0, 2
HOUSEWORK, 0, 2
WHITE HOUSE, 0, 2
HOUSECOAT, 0, 2
SCALP, 4, 2
GOT, 0, 2
ACROBAT, 0, 2
GOSPEL, 0, 2
HORMONES, 2, 2
ACQUAINTANCE, 0, 2
HORIZON, 27, 2
COMMOTION, 0, 2
ACROBATICS, 0, 2
HORSESHOE, 0, 2
HOSPITALITY, 0, 2
CLASSY, 0, 2
HORSES, 0, 2
COMPACT, 12, 2
GORDON, 0, 2
CLAUSE, 0, 2
REVEREND, 0, 2
CLASSES, 0, 2
ADHESIVE, 0, 2
WHATEVER, 0, 2
GOBLIN, 0, 2
ADDITIONAL, 0, 2
SCARCITY, 3, 2
REVEAL, 0, 2
ADJACENT, 0, 2
